usuario_id,nombre_completo,email,telefono,edad,genero,pais,ciudad_envio,estado_cuenta,fecha_registro,n_pedidos,gasto_total,ticket_medio,pedidos_tarde,rating_medio,origen_dato
170,Remigio Téllez,campoyfrancisca@example.org.,+34828676184,23.0,Otro,Venezuela,Barcelona,Activo,2025-06-18,0.0,0.0,,0.0,,regex
171,Jordana Mascaró,solisgenaro@example.net.,+34 948 18 91 41,,M,Venezuela,Maturín,Suspendido,2024-11-06,2.0,1103.32,551.66,0.0,,regex
172,Mayte Solorzano,juliana64@example.org.,+34980375300,,M,México,Monterrey,Suspendido,2026-01-28,2.0,13324.85,6662.425,0.0,,regex
173,Conchita Vidal,jaenfidela@example.org.,(470)120-4556,25.0,Otro,Argentina,Córdoba,Activo,2023-08-23,0.0,0.0,,0.0,,regex
174,Agapito Donaire,marcela94@example.net,+34935 216 674,38.0,M,México,Ciudad de México,Activo,2025-06-05,1.0,258.29,258.29,0.0,,regex
175,Lucía Carbajo,cuervocristobal@example.com,1-729-659-0277x1670,,M,Chile,Santiago,Inactivo,2024-02-21,1.0,229.73,229.73,0.0,5.0,regex
176,Adán Neira,eibarra@example.com.,890-028-7721,,,España,Málaga,Suspendido,2024-04-26,1.0,284.81,284.81,0.0,1.0,regex
177,Germán Vendrell,pquintana@example.org,1-971-775-1701x660,59.0,M,Argentina,Tucumán,Activo,2025-11-01,1.0,930.59,930.59,0.0,,regex
178,Nancy Sastre,ana37@example.com.,1-571-130-5548,45.0,Otro,Venezuela,Barcelona,Activo,2023-10-11,4.0,8692.79,2173.1975,1.0,3.0,regex
179,Bernabé Estévez,pozoildefonso@example.com,+34923160917,,Otro,España,Barcelona,Suspendido,2025-05-01,2.0,4060.12,2030.06,0.0,4.0,regex
180,Andrea Atienza,xsauceda@example.org,+34841 16 99 58,,,Chile,Santiago,Suspendido,2024-08-11,1.0,156.63,156.63,0.0,,regex
181,Leocadio Montalvo,icepeda@example.com.,1-858-333-9452x28851,45.0,F,Perú,Lima,Activo,2025-01-16,1.0,283.83,283.83,1.0,,regex
182,Zeferino Pichardo,amayarico@example.org,+34807 342 442,38.0,Otro,Argentina,Rosario,Activo,2025-06-05,1.0,1208.38,1208.38,0.0,,regex
183,Emilia Palmer,valenzuelaesparta@example.net,840.666.5800,71.0,M,España,Barcelona,Activo,2023-12-19,3.0,18121.24,6040.413333333334,0.0,4.0,regex
184,Espartaco Villalobos,macariosanchez@example.org,+34862 81 60 64,55.0,Otro,Chile,Concepción,Suspendido,2023-09-30,1.0,2218.51,2218.51,0.0,,regex
185,Abigail Robledo,corralingrid@example.com,+34 901 79 85 15,66.0,F,Venezuela,Barquisimeto,Activo,2026-03-24,1.0,315.73,315.73,0.0,,regex
186,Miriam Ricart,montesestela@example.org,1-543-987-8015,40.0,M,Chile,Valparaíso,Suspendido,2024-01-29,0.0,0.0,,0.0,,regex
187,Aníbal Olivárez,ijerez@example.net,+85(8)8770435811,40.0,Otro,México,Ciudad de México,Activo,2026-04-09,4.0,8401.57,2100.3925,0.0,4.0,regex
188,Eugenia Galvez,ncalleja@example.net,120-750-1102x48193,,Otro,Venezuela,Maracaibo,Suspendido,2024-07-30,2.0,9308.29,4654.145,0.0,,regex
189,Sonia Prieto,ordonezzacarias@example.org.,+34819015814,35.0,M,Perú,Arequipa,Activo,2025-03-05,2.0,1451.39,725.695,0.0,4.0,regex
190,Marcela Ortega,icrespi@example.org.,+34943842450,54.0,Otro,México,Tijuana,Inactivo,2023-09-23,1.0,2321.64,2321.64,0.0,,regex
191,Constanza Terrazas,humberto53@example.com,+34 847 23 94 31,31.0,F,Perú,Arequipa,Inactivo,2025-05-15,3.0,3784.87,1261.6233333333332,0.0,3.0,regex
192,Renata Ulloa,hilda14@example.org,+34 979 552 314,67.0,Otro,Perú,Cusco,Suspendido,2026-01-21,2.0,1471.1899999999998,735.5949999999999,0.0,,regex
193,Mercedes Méndez,raulvalverde@example.com,(205)336-4525x777,,Otro,Venezuela,Maracaibo,Activo,2025-09-06,0.0,0.0,,0.0,,regex
194,Pedro Echevarría,rosa-maria28@example.org,110.809.9693,35.0,,Colombia,Bogotá,Suspendido,2025-04-26,3.0,3300.88,1100.2933333333333,1.0,,regex
195,Pío Garica,marisolsanchez@example.net,+34944580392,,Otro,Perú,Arequipa,Activo,2024-09-11,1.0,814.45,814.45,1.0,2.0,regex
196,Clarisa Tomás,gaonamicaela@example.org,+34 884 530 385,31.0,F,España,Barcelona,Activo,2024-10-06,1.0,602.93,602.93,0.0,,regex
197,Amalia Morante,perlita49@example.net.,+34 941659184,36.0,F,Venezuela,Barcelona,Activo,2026-04-11,2.0,1769.17,884.585,0.0,1.0,regex
198,Ascensión Morales,mrosario@example.org,+34 971 231 843,63.0,M,Colombia,Bucaramanga,Suspendido,2023-12-01,0.0,0.0,,0.0,,regex
199,Salvador Grau,camila77@example.com,+34847 603 029,20.0,F,Colombia,Cali,Activo,2023-10-05,0.0,0.0,,0.0,,regex
200,Tatiana Barba,agata28@example.com,+34 887 13 79 77,54.0,F,Chile,Santiago,Inactivo,2024-01-06,3.0,712.9000000000001,237.63333333333335,1.0,1.0,regex
201,Ruby Espada,jacoborendon@example.net,+34 878662103,,Otro,Venezuela,Barcelona,Activo,2025-11-01,3.0,2529.54,843.18,0.0,5.0,regex
202,Galo Zapata,buendiaalma@example.net.,+34 988 068 650,23.0,F,Colombia,Barranquilla,Activo,2024-01-17,0.0,0.0,,0.0,,regex
203,Juana Villalpando,qcanete@example.com.,+34 823498643,50.0,Otro,México,Ciudad de México,Activo,2025-06-26,2.0,2218.06,1109.03,1.0,3.0,regex
204,Crescencia Vizcaíno,sfuertes@example.com,126.944.8695,64.0,Otro,Argentina,Tucumán,Activo,2026-05-02,2.0,441.59999999999997,220.79999999999998,0.0,,regex
205,Emilia Urías,jose-eduardovaldivia@example.net.,495-621-3721,,Otro,México,Guadalajara,Activo,2024-11-18,3.0,15292.72,5097.573333333333,0.0,,regex
206,Paulina Cuevas,bustosclemente@example.com.,01435190669,46.0,,Venezuela,Maturín,Suspendido,2025-06-28,1.0,57.37,57.37,0.0,,regex
207,María Ángeles Urrutia,ferrervictor@example.net,1-098-839-2053,48.0,F,Colombia,Cali,Activo,2026-04-14,4.0,8272.1,2068.025,0.0,,regex
208,Leoncio Morales,mvilla@example.net,+34820184895,40.0,Otro,Chile,Temuco,Activo,2026-03-31,2.0,3825.45,1912.725,0.0,,regex
209,Espartaco Sanz,ibarradelia@example.com,+34 821 84 51 84,,Otro,Venezuela,Barquisimeto,Activo,2025-06-09,3.0,4744.17,1581.39,0.0,,regex
210,Ramón Guerrero,lrincon@example.org,04163356588,75.0,M,Chile,Antofagasta,Inactivo,2025-06-17,1.0,299.3,299.3,0.0,5.0,regex
211,Felix Cabán,antonio82@example.com,394.237.3334,30.0,F,Chile,Temuco,Suspendido,2024-01-17,1.0,60.01,60.01,0.0,4.0,regex
212,Piedad Cortés,bermudezinmaculada@example.net,080.759.5794x7284,69.0,F,Colombia,Bucaramanga,Activo,2024-01-09,5.0,3471.57,694.3140000000001,0.0,4.0,regex
213,Baltasar Romo,rufino27@example.org,1-003-691-5594,46.0,Otro,Perú,Iquitos,Suspendido,2025-01-01,2.0,6261.610000000001,3130.8050000000003,1.0,4.0,regex
214,Julio César Montalvo,modestopineda@example.org,1-556-472-9293,67.0,F,Colombia,Cali,Suspendido,2023-12-11,2.0,2447.23,1223.615,0.0,,regex
215,Ainara Egea,ocervantes@example.net,448.906.1203x471,,,Argentina,La Plata,Inactivo,2025-08-04,2.0,740.44,370.22,0.0,,regex
216,Jorge Luis Valencia,alejandra61@example.com,+34987 24 55 87,39.0,,Venezuela,Caracas,Suspendido,2026-01-10,2.0,1520.25,760.125,0.0,,regex
217,Sessa Rivas,felicidadnavas@example.com.,01253554496,,F,Chile,Temuco,Suspendido,2026-01-07,2.0,685.5600000000001,342.78000000000003,0.0,5.0,regex
218,Rodrigo Pedraza,ricardaalvarado@example.org,+34881 13 26 11,60.0,F,España,Barcelona,Suspendido,2026-03-02,2.0,4997.27,2498.635,0.0,,regex
219,Pascual Amo,canofrida@example.net,+34 823 64 33 47,67.0,F,México,Tijuana,Activo,2023-10-01,1.0,15892.66,15892.66,0.0,,regex
220,Ambrosio Palacios,irobles@example.com.,829-979-6884,50.0,Otro,Argentina,Tucumán,Suspendido,2024-10-19,1.0,191.53,191.53,0.0,4.0,regex
221,Noa Sala,liliana42@example.com.,+34 682 547 807,,F,Chile,La Serena,Activo,2024-04-03,2.0,3182.43,1591.215,0.0,3.0,regex
222,Guillermo Aguilar,liliavalentin@example.com,266.341.6389,20.0,F,Perú,Lima,Activo,2024-03-18,1.0,900.42,900.42,0.0,5.0,regex
223,Liliana Bayona,luis-miguelcano@example.net.,749.735.0208x0214,66.0,Otro,Chile,Antofagasta,Inactivo,2023-09-25,2.0,8586.050000000001,4293.025000000001,0.0,4.0,regex
224,Abril Bosch,uriarteisaac@example.com.,(757)051-2046,75.0,M,Venezuela,Barquisimeto,Activo,2024-12-26,2.0,9035.17,4517.585,0.0,,regex
225,Gregorio Olivárez,ibarrarogelio@example.com.,+34743718376,,,Venezuela,Caracas,Suspendido,2026-03-02,3.0,1402.67,467.5566666666667,0.0,,regex
226,Eva Viñas,alicia43@example.com,+34 876136502,21.0,Otro,Venezuela,Maturín,Inactivo,2025-02-09,1.0,283.99,283.99,0.0,4.0,regex
227,Federico Arnal,jose-emilioburgos@example.org,+34 981195005,,Otro,Chile,Temuco,Activo,2025-06-17,2.0,984.4,492.2,0.0,3.0,regex
228,Edgardo Gonzales,marcela30@example.net,240.778.4873,23.0,M,México,Monterrey,Inactivo,2024-12-26,1.0,114.66,114.66,0.0,,regex
229,Mayte Zamudio,cortinavinicio@example.com,(570)862-0959x3518,21.0,F,España,Valencia,Suspendido,2023-12-05,3.0,2166.37,722.1233333333333,0.0,3.0,regex
230,Pedro Luna,hmedina@example.org,+34 803 22 03 17,19.0,F,Argentina,Rosario,Activo,2023-08-27,2.0,248.20000000000002,124.10000000000001,0.0,3.5,regex
231,Víctor Sotelo,navarroestela@example.net.,+34 713717058,68.0,,Perú,Arequipa,Activo,2025-10-27,1.0,86.64,86.64,0.0,3.0,regex
232,Palmira Tafoya,mateucasemiro@example.org.,+34 826386338,,,Colombia,Cali,Activo,2025-01-24,4.0,8634.19,2158.5475,1.0,,regex
233,Celestina Caraballo,gponce@example.org,+34945 852 897,25.0,F,Chile,Antofagasta,Activo,2026-01-24,1.0,1264.61,1264.61,0.0,,regex
234,José Emilio Posada,ramontrejo@example.org,(457)760-0490x8240,47.0,M,Perú,Trujillo,Activo,2026-04-23,1.0,3650.29,3650.29,0.0,5.0,regex
235,Roberta Alonzo,barbaraarchuleta@example.com,245-933-4419,52.0,M,Colombia,Cartagena,Suspendido,2025-01-23,2.0,2191.98,1095.99,0.0,,regex
236,Macarena Morata,micaelavelazquez@example.org,+96(1)0556613906,,M,España,Madrid,Suspendido,2024-04-09,3.0,10615.840000000002,3538.613333333334,1.0,5.0,regex
237,Melchor Morillo,aurelianopozo@example.com,+34876 64 62 25,51.0,Otro,Argentina,La Plata,Suspendido,2024-10-13,5.0,4324.7300000000005,864.9460000000001,1.0,,regex
238,Carlota Iglesias,bvalls@example.net,+34 843 783 769,19.0,F,Chile,Valparaíso,Inactivo,2025-01-15,1.0,112.95,112.95,0.0,5.0,regex
239,Jose Carlos Larrea,rene11@example.net,(553)559-0425x979,19.0,,Argentina,Mendoza,Activo,2024-09-04,0.0,0.0,,0.0,,regex
240,Heraclio Cortés,ballesterjose-carlos@example.net.,+34 888 051 477,65.0,,Venezuela,Caracas,Activo,2024-05-08,3.0,1473.4299999999998,491.14333333333326,0.0,,regex
241,Herminio Ulibarri,yolandaalmanza@example.com,+34882 204 394,47.0,,México,Monterrey,Inactivo,2024-10-01,3.0,3255.17,1085.0566666666666,0.0,4.0,regex
242,Bonifacio Juárez,almarazguillermo@example.net,681.579.8123,30.0,M,España,Madrid,Activo,2025-01-14,2.0,444.35,222.175,0.0,,regex
243,Aníbal Ávila,minerva62@example.org,(554)384-0460x84325,50.0,,Argentina,Rosario,Suspendido,2025-04-29,4.0,1927.6100000000001,481.90250000000003,1.0,,regex
244,Luna Soliz,khernandez@example.org.,(957)823-2983,40.0,,México,Guadalajara,Activo,2024-04-13,3.0,3147.9799999999996,1049.3266666666666,0.0,,regex
245,Tito Cruz,valdesoscar@example.net,+34 865 20 56 64,29.0,F,Colombia,Cartagena,Inactivo,2025-08-05,1.0,986.66,986.66,0.0,,regex
246,Cornelio Campillo,amanciolasa@example.net,+34878 305 172,56.0,M,España,Madrid,Suspendido,2025-06-29,2.0,6587.92,3293.96,0.0,,regex
247,Dulce María Salazar,daliaespinoza@example.org,+34946046333,37.0,F,Perú,Iquitos,Suspendido,2023-11-21,0.0,0.0,,0.0,,regex
248,Sergio Meléndez,luispalacios@example.org,569.998.8081x77038,20.0,,Argentina,Córdoba,Activo,2026-04-23,5.0,12087.400000000001,2417.4800000000005,1.0,3.0,regex
249,Celestina Sevilla,lupesabater@example.com,(726)490-8277,58.0,F,España,Málaga,Activo,2025-07-11,3.0,1193.1,397.7,1.0,,regex
250,Geraldo Pozuelo,maria-del-carmen02@example.com,+34973 145 211,61.0,,México,Ciudad de México,Activo,2025-06-23,0.0,0.0,,0.0,,regex
251,Arturo Segura,cpintor@example.org.,1-222-206-4474,42.0,Otro,Argentina,Rosario,Activo,2025-03-23,2.0,4685.57,2342.785,0.0,,regex
252,Adán Salinas,zunigamiguel@example.org,+34 977767199,54.0,M,Colombia,Bogotá,Suspendido,2024-02-03,1.0,2275.45,2275.45,0.0,,regex
253,Silvano Avilés,bartolomeoller@example.org,+34749 945 101,,Otro,México,Puebla,Activo,2026-05-04,3.0,9117.52,3039.1733333333336,1.0,3.5,regex
254,Hortensia Yáñez,cpalomino@example.org,1-561-681-4721,67.0,,España,Valencia,Inactivo,2024-05-05,2.0,7311.32,3655.66,0.0,,regex
255,Ofelia Gallart,angelchucho@example.com,(954)899-5299x787,26.0,,México,Puebla,Inactivo,2025-10-12,2.0,4246.7,2123.35,0.0,4.0,regex
256,Leandra Esquibel,amadoradela@example.net,+34 874 96 60 55,60.0,F,Venezuela,Valencia,Activo,2023-05-23,3.0,1426.02,475.34,0.0,,regex
257,Jenny Hernández,marcelo88@example.com,+34 828 55 69 90,63.0,Otro,Venezuela,Barquisimeto,Activo,2023-12-09,1.0,723.16,723.16,0.0,,regex
258,Zacarías Rojo,almacortes@example.net,576)084-9588,,M,Chile,Antofagasta,Activo,2023-07-22,2.0,3356.2,1678.1,0.0,,regex
259,Lisandro Nicolau,reinazelaya@example.com,+34828 45 04 61,47.0,Otro,Chile,La Serena,Activo,2025-12-27,1.0,348.07,348.07,0.0,,regex
260,María Cristina Gálvez,brunonoriega@example.org,+34824780782,,F,Colombia,Bogotá,Suspendido,2024-05-17,5.0,7641.54,1528.308,1.0,,regex
261,Ofelia Menchaca,villalongainmaculada@example.org,+34 800768104,,M,México,Ciudad de México,Inactivo,2025-06-02,7.0,11806.27,1686.6100000000001,3.0,3.6666666666666665,regex
262,Nazario Arredondo,alonso94@example.net.,+34920334485,,M,Perú,Trujillo,Inactivo,2025-05-15,5.0,8073.13,1614.626,0.0,5.0,regex
263,Conchita Llanos,vilaplanacristian@example.org,(542)493-2149x5870,28.0,M,México,Monterrey,Activo,2023-06-11,4.0,12971.880000000001,3242.9700000000003,0.0,5.0,regex
264,Curro Ayala,lpou@example.net,545.381.7921,,F,México,Guadalajara,Activo,2024-10-07,4.0,3426.17,856.5425,0.0,4.0,regex
265,Ernesto Narváez,wendolinmenendez@example.com.,017.157.7245x992,,Otro,México,Puebla,Suspendido,2024-07-28,1.0,269.12,269.12,0.0,2.0,regex
266,Máximo Matas,avillanueva@example.org.,+34 847 761 539,,,México,Tijuana,Suspendido,2025-09-16,2.0,338.56,169.28,0.0,,regex
267,Raquel Tovar,gloriabermejo@example.net,09975817246,34.0,Otro,Perú,Chiclayo,Activo,2025-02-24,2.0,307.84,153.92,0.0,,regex
268,Itzel Ballesteros,olgachamorro@example.net,+34 845 278 469,58.0,M,Colombia,Bogotá,Inactivo,2023-12-11,1.0,3239.03,3239.03,0.0,,regex
269,Helena Puga,verduzcoabril@example.net.,405-800-8514,59.0,F,Chile,Temuco,Inactivo,2024-01-23,4.0,2772.96,693.24,0.0,4.0,regex
270,Socorro Olivas,ipuga@example.org,+34 977 238 656,,M,España,Barcelona,Inactivo,2024-03-22,2.0,1229.65,614.825,0.0,5.0,regex
271,Eloy Bellido,lorenatorrecilla@example.net,126-796-9278,73.0,Otro,México,Guadalajara,Activo,2025-01-05,2.0,12713.21,6356.605,0.0,5.0,regex
272,Juan Carlos Gastélum,kaguilera@example.com,+34981 468 950,24.0,F,Chile,Santiago,Activo,2025-01-22,2.0,440.78999999999996,220.39499999999998,0.0,5.0,regex
273,Bruno Bétancourt,adela81@example.net,+34880 71 89 49,21.0,F,México,Guadalajara,Inactivo,2026-01-25,2.0,9439.28,4719.64,0.0,,regex
274,Adora Sepúlveda,lucia54@example.com,+34 800 949 407,73.0,M,Colombia,Barranquilla,Activo,2025-01-27,4.0,6138.210000000001,1534.5525000000002,1.0,3.5,regex
275,Sofía Madrid,castronatalia@example.org,294-440-1929,30.0,M,Perú,Chiclayo,Inactivo,2025-05-02,5.0,4110.26,822.052,0.0,,regex
276,Delia Gracia,oliverapodaca@example.com.,+34844927663,,F,Colombia,Bucaramanga,Inactivo,2025-07-14,0.0,0.0,,0.0,,regex
277,Humberto Ayala,aviladaniela@example.com.,478.366.7428x604,21.0,,Chile,Temuco,Activo,2024-07-02,1.0,1903.1,1903.1,0.0,,regex
278,Olga Cabanillas,vlaboy@example.com,04967393852,18.0,M,Argentina,Buenos Aires,Inactivo,2024-12-31,3.0,13658.98,4552.993333333333,2.0,4.5,regex
279,Paz Albero,sosabernardo@example.net,344.300.9109,,M,Venezuela,Maturín,Inactivo,2026-03-17,4.0,1367.85,341.9625,0.0,,regex
280,Leandra Boix,hesteban@example.net,+34 882471746,42.0,Otro,Argentina,Córdoba,Inactivo,2024-02-17,1.0,7243.68,7243.68,0.0,,regex
281,Leonel Piñeiro,ana-maria44@example.org,07396271286,61.0,Otro,Argentina,Rosario,Activo,2025-03-13,2.0,2865.2999999999997,1432.6499999999999,0.0,,regex
282,Ximena Huerta,beltrancalisto@example.net,1-072-006-4256x908,,F,Venezuela,Barcelona,Activo,2024-10-16,1.0,3829.11,3829.11,0.0,,regex
283,Ángela Acero,kcasas@example.net,1-460-158-5174,26.0,Otro,España,Madrid,Activo,2023-11-20,1.0,68.89,68.89,0.0,,regex
284,Rodrigo Martínez,munozmicaela@example.org.,320.309.3761,27.0,Otro,Chile,La Serena,Suspendido,2023-06-20,1.0,200.38,200.38,0.0,,regex
285,Nicolás Ramirez,noemizabala@example.com,+34878102707,50.0,Otro,Chile,Santiago,Suspendido,2024-01-31,3.0,1006.3299999999999,335.4433333333333,1.0,4.666666666666667,regex
286,Alberto Ayllón,reyessantiago@example.org.,+34 827 179 931,61.0,,Argentina,Córdoba,Inactivo,2024-08-20,4.0,2656.08,664.02,1.0,2.0,regex
287,Irma Cervantes,amaliavillasenor@example.org,01426258273,,Otro,Chile,Concepción,Suspendido,2023-10-04,4.0,2927.2400000000002,731.8100000000001,1.0,4.0,regex
288,Cristina Torrens,aguilargaston@example.org,(723)248-7632x909,58.0,Otro,México,Mérida,Suspendido,2025-07-05,1.0,109.14,109.14,0.0,,regex
289,Eulalia Montero,valdezeugenio@example.org.,+34 986 19 58 83,70.0,Otro,Colombia,Cartagena,Activo,2025-09-01,1.0,184.71,184.71,0.0,,regex
290,Leonel Ferrer,isidorasanchez@example.com,+34 847005436,27.0,,Argentina,Rosario,Activo,2024-05-11,5.0,2766.24,553.2479999999999,2.0,3.6666666666666665,regex
291,Alvaro Badía,mireiaandres@example.com,+34 821 379 956,,M,Perú,Arequipa,Suspendido,2025-08-06,5.0,4464.530000000001,892.9060000000002,0.0,,regex
292,Estela Moreno,galvezmalena@example.com.,+34 941 317 970,47.0,,Argentina,Córdoba,Activo,2023-10-16,1.0,247.85,247.85,0.0,3.0,regex
293,Diego Niño,oferrera@example.com,1-520-904-2177,69.0,Otro,Perú,Arequipa,Activo,2023-11-14,1.0,374.94,374.94,0.0,3.0,regex
294,Estefanía Zayas,crescenciagras@example.org,739-774-0633x5693,37.0,M,Argentina,La Plata,Activo,2026-02-05,1.0,1348.69,1348.69,0.0,,regex
295,Silvestre Arjona,pizarroolga@example.com.,1-177-318-0632x54310,62.0,Otro,Perú,Cusco,Inactivo,2025-05-13,5.0,10261.41,2052.282,0.0,,regex
296,Juliana Vásquez,xsilva@example.org,(570)165-8046,36.0,M,Perú,Lima,Suspendido,2025-06-14,1.0,9448.62,9448.62,0.0,,regex
297,Mirta Narváez,susanita01@example.com,1-905-528-1832,67.0,,Venezuela,Maturín,Activo,2025-04-21,1.0,609.03,609.03,0.0,5.0,regex
298,Marisa Montes,nadia64@example.org,+34935 778 817,31.0,M,Perú,Trujillo,Suspendido,2024-09-17,1.0,129.07,129.07,0.0,,regex
299,Zacarías Fabra,blancojulio-cesar@example.org,01241272380,,Otro,España,Sevilla,Activo,2024-08-09,5.0,12632.56,2526.5119999999997,1.0,2.5,regex
300,Ainoa Peres,lovatoelena@example.org,+34878 856 955,21.0,,Perú,Arequipa,Inactivo,2025-02-19,2.0,3020.05,1510.025,0.0,,regex
301,María José Valverde,francisco-javier43@example.com,025)472-9284,28.0,F,España,Barcelona,Inactivo,2026-04-11,3.0,7130.65,2376.883333333333,0.0,4.0,regex
302,Felix Caro,consuelo27@example.com,(380)552-5782,59.0,,Argentina,Tucumán,Activo,2023-09-21,5.0,2245.62,449.12399999999997,0.0,,regex
303,Sandalio Colunga,cristal08@example.net,474-929-7517x02814,29.0,F,Perú,Trujillo,Activo,2024-07-24,3.0,4113.53,1371.1766666666665,0.0,5.0,regex
304,Victor Manuel Caballero,zunigatomas@example.org,+34 886 30 18 71,68.0,F,España,Valencia,Activo,2023-12-10,3.0,427.36,142.45333333333335,0.0,,regex
305,Salvador Paniagua,luisnegron@example.com.,+45(5)4781376742,74.0,M,Venezuela,Barquisimeto,Activo,2025-07-17,4.0,11224.119999999999,2806.0299999999997,0.0,4.0,regex
306,Clara Cobo,aitana85@example.org,00646287923,52.0,Otro,Colombia,Medellín,Inactivo,2025-11-08,1.0,232.74,232.74,0.0,2.0,regex
307,Perla Arias,miguel87@example.org,+34 624 47 14 62,47.0,F,México,Puebla,Activo,2026-01-28,3.0,17228.56,5742.8533333333335,1.0,1.0,regex
308,Ambrosio Lluch,zamudiojos@example.net,1-647-158-9042,64.0,F,Argentina,Córdoba,Activo,2025-12-28,3.0,6706.299999999999,2235.433333333333,1.0,,regex
309,Pepe Baena,lourdes50@example.com.,183-219-2855x4451,,Otro,Venezuela,Maracaibo,Activo,2025-10-29,0.0,0.0,,0.0,,regex
310,Emigdio Nieves,kmolina@example.org,+34 846 83 38 98,43.0,Otro,Argentina,Tucumán,Activo,2024-08-10,0.0,0.0,,0.0,,regex
311,Demetrio Alemany,hugo52@example.com,401)322-3423,34.0,F,México,Tijuana,Activo,2026-04-20,1.0,127.27,127.27,0.0,,regex
312,Bruno Alfonso,marias@example.org,+34983 907 140,64.0,Otro,Argentina,Mendoza,Activo,2024-04-05,1.0,109.89,109.89,1.0,,regex
313,Marisela Casals,gilortega@example.org,+34844 49 55 28,25.0,,España,Bilbao,Activo,2024-11-14,2.0,801.3499999999999,400.67499999999995,0.0,1.0,regex
314,Conrado Ángel,lopeduarte@example.net,+34825 38 75 92,58.0,F,Perú,Chiclayo,Activo,2025-05-18,0.0,0.0,,0.0,,regex
315,Gerardo Ojeda,noeliagil@example.com,+34911 718 275,,Otro,Colombia,Bogotá,Suspendido,2025-01-10,2.0,11227.16,5613.58,0.0,,regex
316,Celestino Salcido,dluque@example.net.,(738)646-3175x20716,70.0,M,Venezuela,Barquisimeto,Activo,2024-12-03,3.0,9080.9,3026.9666666666667,0.0,,regex
317,Dimas Prat,de-la-garzaandres@example.com,+34923396136,,Otro,Chile,Santiago,Activo,2024-03-11,1.0,2356.44,2356.44,0.0,,regex
318,Trinidad Moya,grubio@example.com,+34973 114 773,54.0,Otro,Chile,Antofagasta,Activo,2023-06-12,1.0,290.62,290.62,0.0,,regex
319,Paulina Valentín,robertomorillo@example.org,911.877.3477x8485,49.0,M,Perú,Trujillo,Suspendido,2026-03-20,2.0,1147.8000000000002,573.9000000000001,0.0,,regex
320,Tito Pla,jose-manuel77@example.org,+34 858427624,47.0,,Chile,Valparaíso,Activo,2024-10-26,0.0,0.0,,0.0,,regex
321,Cloe Urrutia,kvalenzuela@example.net,+34943479695,34.0,M,España,Valencia,Activo,2024-04-26,0.0,0.0,,0.0,,regex
322,Dominga Castellanos,rodolfo05@example.com,+34 955 565 033,52.0,M,Perú,Arequipa,Activo,2025-04-20,4.0,3211.7400000000002,802.9350000000001,0.0,4.0,regex
323,Visitación Mayol,fortunato08@example.com,+34974 698 640,36.0,F,Colombia,Barranquilla,Activo,2025-02-13,3.0,1614.03,538.01,0.0,5.0,regex
324,José María Medrano,scabo@example.net.,+34 923 78 52 94,64.0,,Venezuela,Barquisimeto,Inactivo,2026-04-07,3.0,4149.49,1383.1633333333332,1.0,4.0,regex
325,Anabel Gargallo,amanda49@example.com,+34824919541,60.0,Otro,España,Bilbao,Activo,2024-08-21,1.0,498.54,498.54,0.0,,regex
326,Araceli Santana,utirado@example.org,498-782-0829x737,51.0,M,Chile,Valparaíso,Activo,2026-03-03,1.0,511.82,511.82,0.0,,regex
327,Raúl Yuste,oscar23@example.org,(651)364-4249x363,37.0,F,Venezuela,Barquisimeto,Suspendido,2023-10-22,1.0,1110.46,1110.46,0.0,,regex
